2026-04-04T18:52:47.959325Z [info     ] setup plugin alembic.autogenerate.schemas [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959440Z [info     ] setup plugin alembic.autogenerate.tables [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959491Z [info     ] setup plugin alembic.autogenerate.types [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959529Z [info     ] setup plugin alembic.autogenerate.constraints [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959562Z [info     ] setup plugin alembic.autogenerate.defaults [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959594Z [info     ] setup plugin alembic.autogenerate.comments [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:48.515340Z [info     ] Migrating the Airflow database [airflow.utils.db] loc=db.py:1130
standalone | Starting Airflow Standalone
dag-processor | 2026-04-04T18:53:25.259640Z [info     ] Setting next_dagrun for asset1_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.260235Z [info     ] Setting next_dagrun for asset2_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.260707Z [info     ] Setting next_dagrun for consumes_asset_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.281568Z [info     ] Sync 4 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.285595Z [info     ] Setting next_dagrun for asset_alias_example_alias_consumer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.286242Z [info     ] Setting next_dagrun for asset_alias_example_alias_producer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.286784Z [info     ] Setting next_dagrun for asset_s3_bucket_consumer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.287155Z [info     ] Setting next_dagrun for asset_s3_bucket_producer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.308484Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.311002Z [info     ] Setting next_dagrun for example_short_circuit_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.330728Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.333076Z [info     ] Setting next_dagrun for example_sensor_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.350764Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.354054Z [info     ] Setting next_dagrun for latest_only to 2026-04-04 18:53:25.353926+00:00, run_after=2026-04-04 18:53:25.353926+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.371945Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.375518Z [info     ] Setting next_dagrun for example_external_task to 2022-01-01 00:00:00+00:00, run_after=2022-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.404094Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.409879Z [info     ] Setting next_dagrun for example_branch_python_operator_decorator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.428134Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.431142Z [info     ] Setting next_dagrun for example_bash_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.477393Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.481234Z [info     ] Setting next_dagrun for tutorial to 2026-04-04 18:53:25.481092+00:00, run_after=2026-04-04 18:53:25.481092+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.498286Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.501458Z [info     ] Setting next_dagrun for example_xcom to 2021-01-01 00:00:00+00:00, run_after=2021-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.518890Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.521372Z [info     ] Setting next_dagrun for example_trigger_target_dag to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.538699Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.541499Z [info     ] Setting next_dagrun for example_task_group to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.559239Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.561670Z [info     ] Setting next_dagrun for example_setup_teardown_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.579495Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.581827Z [info     ] Setting next_dagrun for example_setup_teardown to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.608289Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.612300Z [info     ] Setting next_dagrun for example_params_ui_tutorial to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.634321Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.637461Z [info     ] Setting next_dagrun for example_params_trigger_ui to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.673491Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.675878Z [info     ] Setting next_dagrun for example_dynamic_task_mapping_with_no_taskflow_operators to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.693722Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.696805Z [info     ] Setting next_dagrun for example_dag_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.715922Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.722318Z [info     ] Setting next_dagrun for example_branch_dop_operator_v3 to 2026-04-04 18:53:00+00:00, run_after=2026-04-04 18:53:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:25.733531Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:25.734390Z [info     ] Setting next_dagrun for hello_world to None, run_after=None [airflow.models.dag] loc=dag.py:693
api-server | INFO:     127.0.0.1:63105 - "GET /ui/dags?dag_runs_limit=1&limit=50&offset=0&exclude_stale=true&last_dag_run_state=running&order_by=dag_display_name HTTP/1.1" 200 OK
dag-processor | 2026-04-04T18:53:26.752635Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:53:26.753667Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:53:26.859223Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:26.865210Z [info     ] Setting next_dagrun for mantus_dag to 2026-04-05 00:00:00+00:00, run_after=2026-04-05 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:26.877051Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:26.884657Z [info     ] Setting next_dagrun for mantus_realtime_dag to 2026-04-04 18:55:00+00:00, run_after=2026-04-04 18:55:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:26.933265Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:26.936116Z [info     ] Setting next_dagrun for sales_orders_to_bigquery_with_transformation to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:26.984501Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:26.988091Z [info     ] Setting next_dagrun for gcp_full_etl_pipeline to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:53:27.047781Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:53:27.050342Z [info     ] Setting next_dagrun for gcp_fake_data_pipeline to None, run_after=None [airflow.models.dag] loc=dag.py:693
api-server | INFO:     127.0.0.1:63105 - "GET /ui/backfills?dag_id=mantus_realtime_dag&active=true HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63097 - "GET /ui/grid/runs/mantus_realtime_dag?limit=10&order_by=-run_after HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63120 - "PUT /execution/task-instances/019d59d7-8601-72b0-8ede-b65821ad3427/heartbeat HTTP/1.1" 204 No Content
api-server | INFO:     127.0.0.1:63102 - "GET /api/v2/dags/mantus_realtime_dag/dagRuns/~/hitlDetails?state=deferred&response_received=false HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63120 - "POST /execution/xcoms/mantus_realtime_dag/manual__2026-04-04T18%3A53%3A09.985293%2B00%3A00/load/return_value HTTP/1.1" 201 Created
api-server | INFO:     127.0.0.1:63104 - "GET /ui/grid/structure/mantus_realtime_dag?limit=10&order_by=-run_after HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63102 - "GET /ui/structure/structure_data?dag_id=mantus_realtime_dag&external_dependencies=false&version_number=4 HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63100 - "GET /api/v2/dags/mantus_realtime_dag/dagRuns?limit=1&state=running&state=queued HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63097 - "GET /api/v2/assets/events?limit=10&order_by=-timestamp&source_dag_id=mantus_realtime_dag&timestamp_gte=2026-04-03T18%3A53%3A26.996Z&timestamp_lte=2026-04-04T18%3A53%3A26.996Z HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63095 - "GET /api/v2/dags/mantus_realtime_dag/dagRuns/~/taskInstances?run_after_gte=2026-04-03T18%3A53%3A26.996Z&run_after_lte=2026-04-04T18%3A53%3A26.996Z&state=failed&order_by=-run_after HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63102 - "GET /ui/dags/mantus_realtime_dag/latest_run HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63105 - "GET /api/v2/dags/mantus_realtime_dag/dagRuns?limit=10&run_after_gte=2026-04-03T18%3A53%3A26.996Z&run_after_lte=2026-04-04T18%3A53%3A26.996Z&state=failed HTTP/1.1" 200 OK
api-server | 2026-04-04T18:53:27.176912Z [info     ] Task instance state updated    [airflow.api_fastapi.execution_api.routes.task_instances] loc=task_instances.py:424 new_state=success rows_affected=1 ti_id=019d59d7-8601-72b0-8ede-b65821ad3427
